,this_ID,this_Tmag,this_Teff,this_mass,this_rad,this_peak_epoch,this_peak_period,this_peak_dur,this_peak_depth,this_peak_SDE,dBIC,chi2
0,144193330.0,8.85410022735596,8450.0,2.09999990463257,2.04830002784729,1330.1818318674489,9.269122390715951,0.25,0.0002307393409293,11.306050443873715,70.64596340537571,1.2949918572452928
1,61851084.0,7.05149984359741,7583.0,1.75999999046326,2.09035992622375,1658.5744244271389,6.949732085148969,0.2,0.0002712649053531,12.515259113320903,217.22286253295647,1.608275971906553
2,254158364.0,9.14430046081543,7731.0,1.82000005245209,2.44548010826111,1662.0145981857336,8.77168821599621,0.3,0.0005134382404385,15.489027395425383,185.6837708087803,0.9873191005282091
3,265663360.0,7.86059999465942,8680.0,2.17000007629395,1.66551995277405,1658.5824317134195,0.5856607725177105,0.05,0.000259212426687,16.733622478710505,53.287631958109046,1.8378589371659368
4,176109599.0,9.12829971313477,8265.0,2.02999997138977,1.55560004711151,1630.3261665920818,0.7823723488069876,0.05,0.001404970203309,31.81094821664924,465.35824129470143,1.0491685337438743
5,100588438.0,9.8528003692627,7849.0,1.87000000476837,2.12444996833801,1632.036278291581,2.567104790265441,0.15,0.0011120501299597,21.4420794713039,144.96974811824907,1.201249585938967
6,376131915.0,9.89500045776367,7771.419921875,1.8400000333786,2.17408990859985,1627.3321231948426,0.9513910427540382,0.1,0.0004770154626495,18.347563779744185,110.64416113414164,1.0696072560538563
7,301152169.0,9.0004997253418,7797.0,1.85000002384186,1.5932799577713,1630.7981224625605,3.105240767250561,0.1,0.0006798644553284,31.256625523335224,98.53540290190016,1.3884054888549942
8,420774265.0,9.77420043945313,8703.0,2.1800000667572,2.32082009315491,1627.1023153782294,2.661749478957329,0.15,0.0005456256321521,16.291468645914264,118.376931726983,1.3277930206048787
9,246123223.0,8.88259983062744,8023.0,1.94000005722046,2.46625995635986,1631.326037626797,2.064440076963096,0.15,0.0005115965726182,27.686044883104334,472.67282741773465,0.9992798359872098
10,447299730.0,8.49380016326904,8710.0,2.1800000667572,1.78845000267029,1629.4069515468268,7.010831843516668,0.1,0.0012280580332041,17.526801330927714,1421.529875188677,1.068976259168046
11,221200664.0,9.00500011444092,7655.0,1.78999996185303,1.61941003799438,1627.612231811269,0.9596133103535636,0.1,0.0008857950712074,33.19390708593512,165.5729873183725,0.7969421500976651
12,350575997.0,9.76879978179932,8127.0,1.98000001907349,1.75075995922089,1628.3567985385746,2.013421602619085,0.05,0.0008372326921168,39.82574899741393,119.95029748042488,0.8262600965968799
13,315222615.0,8.62979984283447,7853.0,1.87000000476837,2.19741988182068,1630.56594554864,7.159610799664926,0.1,0.0005873479521128,12.6924484705221,61.22000518444952,1.0045621302781225
14,215218279.0,6.49770021438599,8253.0,2.02999997138977,1.92865002155304,1631.7210463294743,7.010831843516668,0.2,0.0002030244485627,12.57040613117253,148.9047808135549,1.468969596798866
15,422823594.0,8.80500030517578,8516.0,2.11999988555908,2.10250997543335,1626.4363373086871,0.9957421639286804,0.1,0.0003617638461812,12.14948939747396,110.44604352331862,0.9945185533321782
16,254788512.0,9.85079956054688,8244.0,2.01999998092651,1.92542004585266,1630.2810709151254,3.477875275189633,0.1,0.0008280539181476,14.956117033366793,137.440152853492,1.817302943999501
17,255375615.0,7.54220008850098,8864.0,2.23000001907349,2.31574988365173,1630.1961380854996,0.5488970626577752,0.1,0.0001469936828516,25.261166804299524,348.4915177409148,0.8671478265015524
18,136274063.0,9.98060035705566,7710.0,1.80999994277954,2.28467988967896,1625.68655354447,0.5971294505995837,0.05,0.0007588428212404,26.51207342994822,217.02680808629,0.9878579492608068
19,262922645.0,6.84119987487793,8253.0,2.02999997138977,2.43741011619568,1369.1333912525868,0.8158701382832126,0.15,4.5834407140786094e-05,18.3272565884373,64.63833944544945,1.873024201157712
20,149639802.0,9.58950042724609,8947.0,2.25999999046326,2.14623999595642,1630.1969850815256,0.8803666587726333,0.05,0.0002536498180713,22.015698316062085,72.48871885633321,1.3566800171965598
21,143705205.0,9.12290000915527,8382.0,2.0699999332428,2.15429997444153,1600.682457931545,1.3869583006816968,0.1,0.0003895835355533,16.195203781417362,135.60922319581687,1.40279993074104
22,259230140.0,9.6569995880127,7596.0,1.76999998092651,1.61326003074646,1631.3680279049129,7.158636981888467,0.15,0.0007378618301768,30.602944677350887,142.72800471034327,0.9538153888680472
23,261693614.0,9.89130020141602,8701.0,2.1800000667572,2.06780004501343,1625.3281255407849,0.6928593204367829,0.05,0.0002423661798063,19.606234229159003,64.92231895732323,1.0001928041777386
24,308830797.0,9.80519962310791,8091.0,1.97000002861023,1.93324995040894,1604.1838438290886,7.283460552383172,0.2,0.0007504836459709,18.3273174796162,656.6537610390856,1.490755537637125
25,415933085.0,8.65520000457764,7736.0,1.82000005245209,2.17840003967285,1599.6684083213731,0.8403340865603186,0.1,0.0011149108961419,12.987175893018266,106.02006674524591,0.7464815568296048
26,160086759.0,9.27649974822998,7757.0,1.83000004291534,2.46559000015259,1600.667717402578,0.799194723343992,0.1,0.0006334086352065,20.210300498522404,455.57890495861966,0.8205774175092179
27,454655012.0,8.50240039825439,7974.0,1.91999995708466,2.4096200466156,1625.4283478842449,7.144061439542775,0.25,0.0002035495548267,10.020215965248289,51.49826609800766,1.851816104621074
28,35905913.0,8.49680042266846,7507.0,1.73000001907349,1.74936997890472,1600.1534680316563,1.418546259256107,0.1,0.0006136522416194,29.389354159768533,331.8782230993197,0.9519518208585992
29,126909342.0,8.69719982147217,7807.0,1.85000002384186,2.13538002967834,1599.244038812904,7.688859500065356,0.15,0.0003413160392618,13.2802927673122,171.21196129576492,1.2911874533220264
30,259226908.0,9.10359954833984,8646.0,2.16000008583069,1.78975999355316,1627.2529645089517,2.543164287512684,0.15,0.0006174548632008,36.91726440766369,678.7260546477191,0.726067006205463
31,411906862.0,9.31089973449707,8238.0,2.01999998092651,1.98536002635956,1625.9419456554206,1.4783544567658309,0.1,0.0008283144739355,11.018882947222323,127.69967312351925,1.4707022896782502
32,418792366.0,8.60330009460449,7822.0,1.86000001430511,1.56386005878448,1631.8611204048686,7.218528704766441,0.15,0.0001766675558841,13.625052896533928,82.10369747510299,1.099274782480444
33,448580024.0,9.32199954986572,8459.0,2.09999990463257,1.71670997142792,1604.7699080273824,8.470973917610484,0.1,0.0007887018722862,16.947674413956793,333.7157809933961,1.4775112936693822
34,208570502.0,8.25930023193359,7524.0,1.74000000953674,1.76113998889923,1602.0235152037208,6.199835082737627,0.2,0.0001958013898214,10.490230157818912,107.70647313798122,1.330756599374567
35,111948529.0,8.37530040740967,7682.0,1.79999995231628,2.40570998191834,1606.1762530610376,7.622049284663522,0.2,0.0001821239476364,11.406580404395276,89.64444798216937,1.72374414518651
36,326170150.0,9.86820030212402,8414.0,2.07999992370605,1.58540999889374,1600.8855508696772,1.626468105454741,0.1,0.0015375545223929,51.4097597175498,713.9178558594367,1.5272989531554746
37,83336505.0,8.92401027679443,8172.0,1.99699997901917,2.06174993515015,1605.687395260239,7.545556754472673,0.2,0.0002191460427148,11.607003583236578,101.22031989442848,1.246579056452139
38,315350812.0,9.84589958190918,7824.0,1.86000001430511,1.62589001655579,1603.545294193027,5.942240841429717,0.1,0.0009768475909502,26.323355226606616,96.25676218139552,0.5394796300872394
39,341865564.0,8.95600032806396,7701.0,1.80999994277954,2.26445007324219,1601.454996438962,2.2753366963146004,0.15,0.0002212447331309,33.978539722991755,134.437339061918,1.1854110075727993
40,288598068.0,9.12469959259033,7846.0,1.87000000476837,2.19288992881775,1601.235736215319,3.9367670158613937,0.2,0.0007908867034464,36.44680143297057,1002.393480620995,0.5795401323673487
41,418294275.0,7.28219985961914,8500.0,2.10999989509583,2.43373990058899,1632.250904141846,8.790734473209968,0.25,8.884431994391932e-05,10.26512951408942,76.45344654435735,1.601239628080086
42,449608185.0,8.98079967498779,8739.0,2.19000005722046,2.16251993179321,1601.4903992452591,4.71473227125069,0.15,0.0004271012831147,19.634964071649517,61.870157217059614,0.7613650311691682
43,335470158.0,9.93150043487549,8168.0,2.0,2.11184000968933,1602.9014394962176,6.930513972055889,0.15,0.000622505772116,21.739544490816847,94.04790183113572,1.7572890792816849
44,228696887.0,8.8798999786377,8800.0,2.21000003814697,2.4641900062561,1579.8994527853588,9.64450016878044,0.3,0.000369010135915,13.235660952715186,79.33865073495872,1.9034199826502145
45,311588504.0,7.86840009689331,7748.0,1.83000004291534,1.72477996349335,1600.4301516049918,2.347284165062673,0.1,0.0009490930605218,27.501038623028368,116.9182421968476,0.3980123990564578
46,369433644.0,9.3878002166748,8067.0,1.96000003814697,1.89638996124268,1602.6055126174113,2.912603544091433,0.15,0.0013367751620777,52.53882161436778,3071.54480607293,1.899151633018199
47,451134562.0,9.13109970092773,8039.0,1.95000004768372,2.29285001754761,1602.20536734589,4.823622480235009,0.05,0.0005977311561616,25.47614379583808,144.70692049207742,1.7693164789297944
48,327273899.0,8.89229965209961,8236.0,2.01999998092651,2.41005992889404,1605.376534690018,7.050276021066435,0.25,0.0008500816536798,21.899549685294225,2893.603779077374,1.5048444422088232
49,134907045.0,9.50109958648682,8016.0,1.94000005722046,2.02285003662109,1572.503836735893,1.275684571078666,0.05,0.0007419219637424,34.87027398057597,876.4004150876196,0.9780595638433462
50,135179024.0,7.69199991226196,8637.0,2.16000008583069,2.44412994384766,1572.7137584582026,1.0489893411127162,0.15,0.0001056160758614,22.438298650283915,78.22156902570168,1.696504956736435
51,179473571.0,9.60990047454834,8029.0,1.94000005722046,1.96166002750397,1600.3903101364672,2.8941846566160274,0.1,0.0009248085636552,10.638280670262628,995.6831707757192,1.344528353561981
52,268660469.0,7.84749984741211,7854.0,1.87000000476837,2.06693005561829,1576.8376949622275,7.539071629435845,0.1,0.0001639241437467,10.415565067111752,80.31015790875085,1.8129763988629983
53,308766739.0,9.07120037078857,8615.0,2.15000009536743,2.26402997970581,1600.5066689110056,5.665890431915146,0.2,0.000765558739777,40.44777226465723,412.2394023255192,1.5730812607527678
54,94013493.0,8.11520004272461,8338.0,2.05999994277954,2.30318999290466,1572.7881429629026,7.122791022344418,0.25,0.0001698265879178,13.668750560408546,115.86779142046498,1.8463034074787568
55,152738973.0,8.6719799041748,8850.0,2.22699999809265,1.93971002101898,1547.4269915866491,8.795141515242133,0.2,0.0002323137259751,10.855070170632343,188.1400464366352,1.98942159959194
56,1589794.0,7.97932004928589,8228.0,2.01799988746643,1.79771995544434,1550.766980183428,9.506873538303577,0.15,0.0002581891096068,10.82588100830428,94.18002463435278,1.974878327310639
57,398764122.0,9.89859962463379,8325.0,2.04999995231628,1.71988999843597,1577.602576096262,9.249574515317448,0.2,0.0004832759229223,10.769236353083908,112.78724407001846,1.9392948868116389
58,398540624.0,9.99079990386963,7761.0,1.83000004291534,2.12220001220703,1579.2077661270755,8.577273429056662,0.15,0.0007800383297363,12.043695966304188,173.81807846105812,1.2289683597615586
59,448644231.0,9.234299659729,8068.0,1.96000003814697,2.10997009277344,1572.0740110282802,6.614346661375135,0.2,0.0001836637321353,11.131407363433365,68.47748206394658,1.9195942531275167
60,392557724.0,9.18200016021729,8946.0,2.25999999046326,2.25131988525391,1600.801111450915,5.637367097741648,0.15,0.0010361517797022,65.26249184739147,1982.622629705338,1.1917641363068745
61,188119124.0,9.07810020446777,8929.0,2.25,1.82228004932404,1549.5772739100485,7.125684072511686,0.2,0.0009184374456237,25.496468842940683,818.477737222413,1.506703501752975
62,281019037.0,9.56389999389648,8184.0,2.0,1.82074999809265,1572.1108306918663,0.9389330609148304,0.1,0.0005603080800649,53.29414828602852,594.2148468718674,1.1440724384416736
63,23355734.0,9.09689998626709,8712.0,2.1800000667572,1.76098001003265,1550.5018552644042,9.758951487767032,0.15,0.0002819135001356,13.658462978650215,67.12956819700753,0.9686969981356506
64,57688953.0,9.31779956817627,7882.0,1.87999999523163,1.88037002086639,1578.5690712885364,6.675589794256266,0.15,0.0002413538720666,12.048135143197271,83.35338307386655,1.5124423372313192
65,158548149.0,8.23750019073486,8357.0,2.05999994277954,1.74001002311707,1547.5564119569765,8.033919547525127,0.2,0.0002079844812357,11.59059272629234,156.35580708986117,1.83544918635486
66,333736725.0,8.71640014648438,8069.0,1.95700001716614,2.35796999931335,1547.4514209153374,7.3950083194675535,0.2,0.0002083408532725,10.32218184190594,99.74250182871674,1.9770278649915296
67,437231703.0,8.68994998931885,7712.0,1.81400001049042,1.93692994117737,1547.4468873609162,8.795141515242133,0.2,0.0002350893586952,12.242290391895468,113.61773907904876,1.4232019471809774
68,467891495.0,8.08609962463379,7891.0,1.88999998569489,2.35439991950989,1573.966290853453,2.543533002670737,0.15,9.49001613651648e-05,17.695136489181454,94.83721274600587,0.8748495789111751
69,147026702.0,6.12340021133423,7900.0,1.88999998569489,1.86932003498077,1546.5062451728709,2.0719169567379416,0.15,0.0001615791916325,30.53353811496549,171.12454626051365,0.6269315280054097
70,120155231.0,9.68150043487549,8257.0,2.02999997138977,1.99911999702454,1572.8026464853403,1.5236781959469756,0.05,0.0009034082618381,16.604979598452335,152.97072375675498,0.3658625957596598
71,36722395.0,8.67613983154297,8753.0,2.19700002670288,1.8469899892807,2257.7503644909734,1.904224182746414,0.1,0.0004838710281289,19.361225722562896,393.7088128939327,0.8302301368419588
72,377385711.0,9.24860000610352,8427.0,2.08999991416931,2.03120994567871,1551.0330265977586,9.381473281296907,0.15,0.0004870835551054,15.29263402368164,97.504127509098,1.2046708088279552
73,73205080.0,9.52000045776367,7511.0,1.73000001907349,2.48957991600037,1550.7464522263008,9.630382233693192,0.2,0.0003290207342537,10.182672224615937,76.4763748872258,1.5021897491580378
74,370440819.0,8.50570011138916,7698.0,1.80999994277954,1.83127999305725,1575.8352189727702,6.944230328534823,0.1,0.0001517033790406,11.755445039344067,81.33485613569997,1.5501549716272265
75,370709148.0,9.77999973297119,8527.0,2.11999988555908,2.15025997161865,1544.7624243658977,0.6155887087589915,0.1,0.000231721075296,16.831627781614234,125.36733400913432,1.2257018948930225
76,439609369.0,9.11590003967285,8982.0,2.26999998092651,1.48089003562927,1552.1834864640512,8.872238488155443,0.15,0.0001944253007488,10.363562646402572,104.09656958769824,1.946076881271509
77,447523057.0,8.44970035552979,7962.0,1.91999995708466,2.02514004707336,1545.5138426745136,2.6300922382571783,0.15,0.0001386542791412,16.323550146816935,60.67882425005814,1.1876351492680322
78,432563559.0,9.74530029296875,8591.0,2.14000010490417,1.61100995540619,1544.7686306806531,0.7619064308593475,0.05,0.0003057830956919,40.72445694260216,208.08870302702235,0.8607649185206748
79,192542930.0,8.03462982177734,7705.0,1.81099998950958,2.12261009216309,1547.382523733787,9.239831463788738,0.15,0.0001746817088391,10.762254201555775,65.0326379353528,1.446164233673841
80,220708449.0,8.40719985961914,8591.0,2.14000010490417,1.74977004528046,1546.8486621294462,2.974328315591288,0.1,0.0004427980452163,48.90090125465503,579.7904751806341,1.099371964156658
81,297732015.0,9.07400035858154,8847.0,2.23000001907349,2.48193001747131,1547.6287706148848,6.664600619814056,0.2,0.0001613130620343,11.132230858870969,54.81760571448058,1.0617721130635929
82,373424049.0,8.63329982757568,8508.0,2.11999988555908,1.82038998603821,1545.4034925841338,0.9619108357453487,0.1,0.0002717586041248,43.82477500142876,229.3373842599508,0.886587755463734
83,304029917.0,8.50380039215088,8539.0,2.13000011444092,2.07546997070313,1574.8249590885173,7.146971797767264,0.2,0.000106983270754,10.6248134978718,69.79422980576874,1.5562427309521365
84,60984804.0,7.11718988418579,7707.0,1.81200003623962,1.95983004570007,1519.4095405544358,2.387967389591224,0.1,0.0001876362971083,10.488591253142143,392.57640910576106,1.297550679583486
85,44692683.0,9.81680011749268,7650.0,1.78999996185303,1.56473004817963,1546.2414203757644,6.611023330534639,0.15,0.0008408679062792,13.234542304986055,268.7773251435119,1.6733074683311011
86,293670551.0,9.54950046539307,8780.0,2.21000003814697,2.4867000579834,2256.832479974189,0.6832973801433162,0.1,0.0005869703632254,27.934305638656863,579.3359939961988,0.7992121133157023
87,38033320.0,8.85811042785645,8752.0,2.19600009918213,2.08942008018494,1523.7469676269432,6.15560288577549,0.2,0.000327881677441,14.481053772932029,170.32927534582632,1.9034332619751335
88,386657306.0,6.71600008010864,8244.0,2.01999998092651,1.89734995365143,1546.4282179929205,6.550953828415702,0.2,9.335230252895672e-05,14.014305309421076,115.6893015993528,1.8948484915481576
89,375043797.0,9.44250011444092,7531.0,1.74000000953674,2.3011999130249,1598.9758655126202,0.6185113643321959,0.15,0.0002843630680599,22.132375694926925,60.69512433662976,0.7926965309095483
90,469255408.0,9.76700019836426,8649.0,2.16000008583069,1.70660996437073,1545.0033158236572,0.7039991777207376,0.05,0.0002769770186885,40.92053062932433,144.10212203162996,1.0951645450191818
91,391627710.0,9.94820022583008,7610.0,1.76999998092651,2.07522010803223,1518.8824790330991,0.5211505869256603,0.05,0.0002643321599465,33.07196980339572,87.91982684369577,0.6434653617833591
92,447885888.0,9.75860023498535,8773.0,2.20000004768372,1.82811999320984,1518.4976653027522,1.0508953718105007,0.1,0.0002684248381315,27.014121330095183,81.64396054662916,1.2190193962089857
93,51945029.0,8.96947002410889,8057.0,1.95299994945526,1.47309005260468,1521.911986270927,6.320450020541668,0.15,0.0002413142192441,12.028427518047494,95.29576045625458,1.643268216011061
94,296865162.0,9.60560035705566,8593.0,2.15000009536743,1.83104002475739,1545.5787340601407,6.500786603044999,0.1,0.0003863845620217,11.26728981040877,56.5782154996225,1.3764110647401626
95,309485321.0,8.671799659729,8079.0,1.96000003814697,1.83422994613647,1602.9749981734794,7.218528704766441,0.2,0.0001402114504905,15.718945799922569,159.5047278639695,1.589667989804436
96,143438876.0,8.89535999298096,7830.0,1.86199998855591,1.6834499835968,1494.2958917260955,9.59701721722106,0.2,0.0002369555493483,11.36595034761792,134.44543102714692,1.751282778506689
97,342888057.0,7.78700017929077,8460.0,2.09999990463257,1.52627003192902,1541.0818526469802,6.379440134735122,0.15,0.0001600050744636,11.022161341925868,141.4137980501182,1.4376935103460198
98,147152188.0,8.6943998336792,7961.0,1.9099999666214,1.60783994197845,1518.6161588508462,1.0804955634408508,0.1,0.0003436632387679,41.83923151920153,903.9560254224402,1.1252054436509225
99,89936838.0,9.99810028076172,8180.0,2.0,1.61723005771637,1518.7674743168568,4.211459495883258,0.15,0.0005805676549087,51.5560531787623,153.1400653938142,1.0357200908987414
